x,y,value
11,108,2
11,108,2
12,107,148
12,107,148
12,108,2692
12,108,2692
12,109,2186
12,109,2186
12,110,250
12,110,250
12,111,8
12,111,8
12,115,30
12,115,30
12,116,2
12,116,2
12,117,1866
12,117,1866
12,118,1522
12,118,1522
12,119,64
12,119,64
12,120,94
12,120,94
12,121,112
12,121,112
12,122,96
12,122,96
13,106,102
13,106,102
13,107,1650
13,107,1650
13,108,2840
13,109,3166
13,110,1428
13,111,808
13,111,808
13,113,200
13,113,200
13,114,502
13,115,320
13,116,161
13,117,637
13,118,34
13,119,49
13,120,39
13,121,43
13,122,134
13,122,134
13,123,36
13,123,36
13,124,18
13,124,18
14,106,444
14,106,444
14,107,791
14,108,1707
14,109,814
14,110,200
14,111,66
14,112,22
14,113,30
14,114,50
14,115,70
14,116,10
14,117,40
14,118,20
14,119,61
14,120,73
14,121,88
14,122,54
14,123,46
14,124,50
14,125,554
14,125,554
14,126,2
14,126,2
15,105,444
15,105,444
15,106,396
15,106,396
15,107,84
15,108,185
15,109,126
15,110,34
15,111,32
15,112,38
15,113,153
15,114,53
15,115,24
15,116,28
15,117,50
15,118,13
15,119,31
15,120,47
15,121,77
15,122,72
15,123,48
15,124,62
15,125,24
15,126,35
15,127,12
15,127,12
16,104,2
16,104,2
16,105,23
16,106,10
16,107,35
16,108,38
16,109,77
16,110,227
16,111,22
16,112,85
16,113,759
16,114,50
16,115,30
16,116,11
16,117,6
16,118,44
16,119,21
16,120,36
16,121,40
16,122,39
16,123,65
16,124,25
16,125,24
16,126,21
16,127,31
17,104,24
17,104,24
17,105,26
17,106,38
17,107,27
17,108,28
17,109,57
17,110,35
17,111,25
17,112,30
17,113,61
17,114,81
17,115,23
17,116,22
17,117,52
17,118,49
17,119,4
17,120,13
17,121,46
17,122,43
17,123,59
17,124,40
17,125,82
17,126,34
17,127,50
18,103,316
18,103,316
18,104,170
18,105,32
18,106,82
18,107,24
18,108,31
18,109,38
18,110,32
18,111,53
18,112,22
18,113,39
18,114,26
18,115,72
18,116,121
18,117,281
18,118,13
18,119,38
18,120,23
18,121,27
18,122,38
18,123,44
18,124,104
18,125,47
18,126,205
18,127,610
18,127,610
19,104,26
19,105,29
19,106,150
19,107,23
19,108,39
19,109,34
19,110,53
19,111,43
19,112,51
19,113,42
19,114,35
19,115,29
19,116,31
19,117,577
19,118,89
19,119,34
19,120,41
19,121,57
19,122,33
19,123,27
19,124,69
19,125,194
19,126,758
19,126,758
19,127,8
19,127,8
20,103,32
20,103,32
20,104,47
20,105,36
20,106,218
20,107,35
20,108,7
20,109,93
20,110,317
20,111,39
20,112,34
20,113,20
20,114,37
20,115,28
20,116,28
20,117,35
20,118,38
20,119,56
20,120,50
20,121,23
20,122,34
20,123,48
20,124,42
20,125,1700
20,125,1700
20,126,34
20,126,34
21,102,14
21,102,14
21,103,22
21,103,22
21,104,36
21,105,46
21,106,502
21,107,38
21,108,64
21,109,76
21,110,56
21,111,49
21,112,49
21,113,43
21,114,35
21,115,37
21,116,32
21,117,42
21,118,23
21,119,52
21,120,1
21,121,26
21,122,13
21,123,49
21,124,47
21,125,430
21,125,430
22,102,4
22,102,4
22,103,41
22,104,30
22,105,38
22,106,135
22,107,28
22,108,45
22,109,68
22,110,8
22,111,75
22,112,45
22,113,34
22,114,48
22,115,37
22,116,13
22,117,40
22,118,53
22,119,53
22,120,20
22,121,42
22,122,35
22,123,14
22,124,110
22,124,110
23,102,20
23,102,20
23,103,23
23,104,30
23,105,37
23,106,44
23,107,69
23,108,36
23,109,48
23,111,47
23,112,32
23,113,45
23,114,161
23,115,43
23,116,36
23,117,24
23,118,10
23,119,31
23,120,63
23,121,20
23,122,41
23,123,44
23,123,44
23,124,34
23,124,34
24,102,58
24,102,58
