x,y,value
0,2,7
0,6,19
0,7,3
0,8,5
0,9,75
0,10,22
0,11,50
0,12,14
0,12,14
0,13,18
0,13,18
0,14,68
0,15,47
0,16,26
0,17,18
0,18,4
0,19,27
0,22,13
0,23,101
0,24,44
0,25,32
0,26,21
0,27,161
0,28,29
0,30,24
0,30,24
0,32,9
0,34,2
0,35,4
0,36,14
0,37,1
0,38,1
0,39,18
0,40,12
0,41,158
0,42,577
0,43,150
0,44,15
0,45,3
0,46,5
0,47,20
0,48,4
0,50,4
0,51,15
0,52,8
0,54,20
0,55,2
0,56,5
0,58,9
0,59,13
0,60,18
0,61,1
0,62,12
0,64,1
0,65,5
0,66,16
0,67,76
0,68,9
0,69,3
0,70,1
0,71,8
0,73,18
0,74,6
0,74,6
0,75,12
0,76,17
0,77,12
0,78,12
0,79,15
0,81,17
0,82,12
0,83,1
0,84,28
0,85,139
0,86,98
0,87,11
0,88,24
0,89,31
0,92,3
0,93,6
0,94,49
0,95,199
0,96,501
0,97,118
0,98,711
0,99,515
0,100,325
0,101,190
0,102,785
0,103,218
0,104,117
0,105,129
0,106,54
0,107,10
0,108,262
0,109,569
0,110,79
0,111,4
0,112,1
0,113,61
0,114,26
0,116,81
0,120,104
0,120,104
0,121,16
0,124,33
0,125,231
0,127,59
1,0,8
1,1,1
1,2,4
1,4,12
1,6,14
1,7,10
1,9,54
1,10,18
1,11,8
1,12,12
1,12,12
1,13,2
1,14,8
1,15,52
1,16,6
1,17,13
1,18,15
1,19,26
1,21,2
1,22,6
1,23,28
1,24,13
1,25,22
1,26,138
1,27,38
1,28,40
1,29,10
1,30,22
1,30,22
1,31,9
1,32,6
1,33,4
1,36,29
1,37,1
1,38,10
1,39,7
1,40,2
1,41,180
1,42,127
1,43,9
1,44,6
1,45,26
1,46,7
1,47,3
1,48,16
1,49,13
1,52,11
1,54,9
1,55,6
1,56,127
1,57,84
1,58,13
1,59,7
1,60,15
1,61,10
1,62,5
1,63,5
1,64,7
1,65,7
1,66,349
1,67,702
1,68,9
1,69,9
1,70,17
1,71,3
1,72,5
1,73,18
1,73,18
1,74,14
1,74,14
1,75,6
1,76,4
1,77,20
1,78,5
1,79,7
1,80,20
1,81,15
1,82,3
1,84,18
1,85,130
1,86,123
1,87,6
1,88,13
1,89,18
1,90,52
1,91,6
1,92,5
1,93,10
1,94,22
1,95,425
1,96,516
1,97,617
1,98,175
1,99,1049
1,100,493
1,101,954
1,102,293
1,103,313
1,104,17
1,105,112
1,106,26
1,107,22
1,108,219
1,109,294
1,110,12
1,111,6
1,112,1
1,115,8
1,116,35
1,117,2
1,118,20
1,119,8
1,119,8
1,121,5
1,122,1
1,124,62
1,125,26
1,126,14
1,127,22
2,1,10
2,2,3
2,3,28
2,4,53
2,5,9
2,7,8
2,9,16
2,9,16
2,10,66
2,10,66
2,11,22
2,11,22
2,12,14
2,12,14
2,13,2
2,14,43
2,15,558
2,16,424
2,17,67
2,18,25
2,19,5
2,20,5
2,21,16
2,22,10
2,23,3
2,24,5
2,25,133
2,26,114
2,27,107
2,28,50
2,29,12
2,29,12
2,30,12
2,30,12
2,31,9
2,32,4
2,33,9
2,34,3
2,35,10
2,36,2
2,38,6
2,40,16
2,41,837
2,42,334
2,43,22
2,44,5
2,46,13
2,47,15
2,48,6
2,49,16
2,52,15
2,53,9
2,54,20
2,55,9
2,56,314
2,57,723
2,58,56
2,59,24
2,60,16
2,61,4
2,62,2
2,63,16
2,64,7
2,65,4
2,66,11
2,67,120
2,68,32
2,69,12
2,70,23
2,71,3
2,72,9
2,73,5
2,74,26
2,74,26
2,75,10
2,76,6
2,77,13
2,78,7
2,79,7
2,80,5
2,81,6
2,82,5
2,83,16
2,84,7
2,85,14
2,86,18
2,87,8
2,88,2
2,91,14
2,92,60
2,93,480
2,94,290
2,95,871
2,96,429
2,97,1177
2,98,616
2,99,1082
2,100,1473
2,101,966
2,102,279
2,103,1075
2,104,520
2,105,198
2,106,10
2,107,9
2,108,30
2,109,1
2,110,11
2,113,26
2,115,1
2,121,140
2,122,1
2,125,1
2,126,22
2,127,16
3,0,24
3,3,185
3,4,55
3,6,10
3,7,12
3,8,5
3,9,24
3,9,24
3,13,1
3,15,108
3,16,171
3,17,32
3,18,97
3,20,2
3,21,4
3,22,16
3,23,10
3,25,139
3,26,134
3,27,26
3,28,12
3,28,12
3,29,48
3,29,48
3,30,9
3,31,6
3,32,2
3,33,10
3,35,18
3,36,2
3,38,13
3,40,6
3,42,6
3,43,33
3,44,8
3,45,1
3,46,10
3,48,11
3,49,5
3,50,8
3,51,26
3,53,23
3,54,8
3,56,3
3,57,30
3,58,22
3,59,1
3,60,10
3,61,3
3,63,5
3,64,11
3,66,3
3,67,71
3,68,108
3,69,9
3,70,12
3,71,4
3,72,9
3,73,9
3,74,8
3,74,8
3,75,9
3,76,6
3,77,23
3,78,2
3,79,51
3,80,7
3,81,22
3,82,45
3,83,29
3,84,2
3,85,10
3,86,6
3,87,5
3,88,12
3,89,3
3,90,2
3,91,7
3,92,28
3,93,673
3,94,1018
3,95,1042
3,96,833
3,97,1143
3,98,873
3,99,2051
3,100,1608
3,101,1006
3,102,1723
3,103,660
3,104,564
3,105,640
3,106,35
3,107,16
3,108,99
3,109,26
3,111,1
3,112,23
3,113,420
3,114,282
3,115,9
3,116,11
3,117,28
3,119,208
3,119,208
3,120,182
3,120,182
3,121,2
3,122,11
3,126,17
4,0,15
4,1,7
4,3,54
4,3,54
4,4,10
4,4,10
4,5,356
4,5,356
4,6,62
4,7,182
4,8,576
4,9,10
4,9,10
4,10,6
4,10,6
4,11,76
4,12,4
4,13,1
4,14,13
4,15,6
4,16,24
4,18,23
4,19,7
4,20,7
4,21,18
4,22,5
4,23,9
4,24,15
4,25,13
4,26,22
4,27,7
4,29,72
4,30,23
4,32,17
4,35,2
4,36,6
4,37,6
4,38,2
4,41,4
4,43,10
4,44,46
4,45,4
4,46,25
4,48,52
4,49,22
4,50,8
4,51,1
4,53,5
4,54,11
4,55,4
4,56,4
4,57,6
4,58,41
4,59,16
4,60,13
4,61,18
4,62,6
4,63,25
4,64,6
4,65,4
4,66,5
4,67,8
4,68,24
4,69,26
4,70,4
4,71,6
4,72,6
4,72,6
