x,y,value
0,0,37
0,1,9
0,2,32
0,3,13
0,4,22
0,5,467
0,6,17
0,7,22
0,8,13
0,9,11
0,10,9
0,11,13
0,12,26
0,13,4
0,13,4
0,14,436
0,14,436
0,15,51
0,16,2
0,17,128
0,18,162
0,19,89
0,20,4
0,21,2
0,22,106
0,23,73
0,24,54
0,25,26
0,26,37
0,28,1
0,29,2
0,30,30
0,31,9
0,32,9
0,33,14
0,34,7
0,35,15
0,36,52
0,37,293
0,38,102
0,39,94
0,40,35
0,41,152
0,42,290
0,43,24
0,45,31
0,46,166
0,47,45
0,48,99
0,49,71
0,50,17
0,51,4
0,52,56
0,53,46
0,54,20
0,55,2
0,56,3
0,57,2
0,58,21
0,59,36
0,60,532
0,61,361
0,62,272
0,63,94
0,64,34
0,65,15
0,66,9
0,67,15
0,68,68
0,69,95
0,70,114
0,71,6
0,72,2
0,73,165
0,74,2
0,75,4
0,76,32
0,77,34
0,78,86
0,79,148
0,80,69
0,81,77
0,82,2
0,82,2
0,85,4
0,85,4
0,87,1
0,88,25
0,89,36
0,90,4
0,93,13
0,96,4
0,96,4
0,97,18
0,97,18
0,98,158
0,98,158
0,99,92
0,99,92
0,100,12
0,100,12
0,101,59
0,102,5
0,107,42
0,108,56
0,109,11
0,110,48
0,112,33
0,113,7
0,114,117
0,115,12
0,119,10
0,122,3
0,123,23
0,124,32
0,124,32
0,126,40
0,127,55
1,0,36
1,1,31
1,3,30
1,4,14
1,5,7
1,7,15
1,8,12
1,9,656
1,10,100
1,10,100
1,11,30
1,11,30
1,12,24
1,12,24
1,13,2
1,13,2
1,14,129
1,15,180
1,16,5
1,17,20
1,18,4
1,19,5
1,20,40
1,21,41
1,22,136
1,23,10
1,24,92
1,25,1
1,26,2
1,27,17
1,30,12
1,31,306
1,32,8
1,33,21
1,34,18
1,36,27
1,37,301
1,38,85
1,39,255
1,40,268
1,41,816
1,42,225
1,43,317
1,45,5
1,46,6
1,47,198
1,48,78
1,49,26
1,50,14
1,51,26
1,52,20
1,53,35
1,54,11
1,55,53
1,56,59
1,57,48
1,58,258
1,59,36
1,60,353
1,61,424
1,62,259
1,63,20
1,64,10
1,66,5
1,67,257
1,68,74
1,69,141
1,70,61
1,71,53
1,72,15
1,73,111
1,75,53
1,76,25
1,77,37
1,78,19
1,79,22
1,80,16
1,81,61
1,82,21
1,83,1
1,84,3
1,86,2
1,86,2
1,87,19
1,88,74
1,89,119
1,90,19
1,91,45
1,92,13
1,93,20
1,93,20
1,94,110
1,94,110
1,95,8
1,95,8
1,96,6
1,96,6
1,97,16
1,98,27
1,99,1
1,100,48
1,101,5
1,102,2
1,103,47
1,104,1
1,107,1
1,108,173
1,109,38
1,110,29
1,112,5
1,113,5
1,114,3
1,117,7
1,118,16
1,119,38
1,121,4
1,122,40
1,123,44
1,124,4
1,124,4
1,125,48
1,125,48
1,126,4
1,126,4
1,127,10
1,127,10
2,0,65
2,1,21
2,2,64
2,3,17
2,4,28
2,5,112
2,6,57
2,7,18
2,8,79
2,9,374
2,9,374
2,10,66
2,10,66
2,11,94
2,12,27
2,13,15
2,14,3
2,15,225
2,16,7
2,17,176
2,18,152
2,19,11
2,20,3
2,21,2
2,22,40
2,23,18
2,24,197
2,26,72
2,27,114
2,28,1
2,29,6
2,30,8
2,31,31
2,32,4
2,33,6
2,34,35
2,35,29
2,36,90
2,37,234
2,38,20
2,39,21
2,40,177
2,41,684
2,42,430
2,43,232
2,44,54
2,45,19
2,46,1
2,47,149
2,48,107
2,49,149
2,50,16
2,51,9
2,52,2
2,53,120
2,54,46
2,55,40
2,56,21
2,57,27
2,58,63
2,59,254
2,60,583
2,61,238
2,62,18
2,63,98
2,65,13
2,66,14
2,67,66
2,68,243
2,69,56
2,70,121
2,71,1
2,72,50
2,73,2
2,74,2
2,75,6
2,76,103
2,77,42
2,78,30
2,79,89
2,81,43
2,82,45
2,83,12
2,84,1
2,85,1
2,86,16
2,86,16
2,87,210
2,87,210
2,87,210
2,88,170
2,88,170
2,89,232
2,89,232
2,90,148
2,90,148
2,91,86
2,91,86
2,92,176
2,92,176
2,93,30
2,93,30
2,94,25
2,95,14
2,97,2
2,99,1
2,101,22
2,102,25
2,103,30
2,107,24
2,108,65
2,111,5
2,112,1
2,114,4
2,115,2
2,116,4
2,117,5
2,118,21
2,123,1
2,124,54
2,125,4
2,126,75
2,127,14
2,127,14
3,0,1136
3,1,32
3,2,42
3,3,10
3,4,6
3,5,745
3,6,358
3,7,36
3,8,373
3,9,999
3,10,72
3,10,72
3,11,542
3,12,578
3,13,36
3,14,145
3,15,126
3,16,17
3,17,38
3,18,34
3,19,5
3,20,5
3,21,23
3,22,8
3,23,3
3,24,17
3,27,1
3,28,5
3,29,6
3,31,8
3,32,9
3,33,253
3,34,188
3,35,23
3,36,145
3,37,940
3,38,67
3,39,12
3,40,2
3,41,94
3,42,143
3,43,256
3,44,170
3,45,2
3,46,5
3,47,106
3,48,190
3,49,238
3,50,53
3,52,122
3,53,300
3,54,27
3,55,19
3,56,26
3,57,49
3,58,539
3,59,1777
3,60,242
3,61,5
3,62,6
3,63,270
3,64,2
3,65,37
3,66,57
3,67,96
3,68,37
3,69,146
3,70,58
3,71,5
3,72,97
3,73,12
3,74,100
3,75,83
3,76,32
3,77,2
3,78,1
3,79,2
3,82,22
3,83,2
3,84,12
3,85,62
3,86,2
3,86,2
3,87,136
3,87,136
3,88,14
3,89,2
3,91,1
3,92,4
3,93,11
3,94,7
3,95,9
3,96,18
3,97,6
3,98,1
3,101,1
3,102,23
3,107,29
3,108,2
3,114,1
3,115,6
3,116,13
3,117,12
3,118,56
3,119,1
3,120,10
3,122,9
3,123,78
3,124,62
3,125,426
3,126,54
3,126,54
3,127,8
3,127,8
4,0,652
4,1,29
4,2,12
4,3,24
4,4,353
4,5,13
4,6,58
4,7,24
4,8,384
4,8,384
4,9,212
4,9,212
4,10,136
4,10,136
4,11,887
4,12,623
4,13,152
4,14,66
4,15,2
4,16,68
4,17,282
4,18,8
4,19,22
4,20,4
