x,y,value
36,77,180
37,38,1032
37,72,8
37,76,436
38,38,148
38,67,4
38,68,96
38,69,648
38,70,592
38,71,3229
38,76,716
38,77,401
38,78,428
38,80,48
38,82,1340
38,83,40
39,61,12
39,65,2256
39,66,3077
39,67,5598
39,68,3508
39,71,900
39,72,844
39,73,216
39,74,596
39,75,136
39,76,156
39,77,288
39,78,264
39,79,224
39,80,4
39,82,68
39,83,1079
39,89,24
40,36,64
40,39,8
40,40,124
40,41,584
40,50,12
40,51,32
40,57,188
40,58,488
40,59,2345
40,60,1116
40,61,6229
40,62,3625
40,63,5614
40,64,5212
40,65,4237
40,66,2104
40,67,388
40,68,1092
40,69,5014
40,70,3060
40,71,6230
40,72,400
40,73,1344
40,74,1497
40,75,132
40,76,16
40,77,1256
40,78,483
40,79,471
40,80,616
40,81,16
40,82,20
40,83,48
40,88,944
40,89,248
40,90,28
41,34,8392
41,35,2706
41,36,3736
41,37,18199
41,38,9357
41,39,2500
41,40,1728
41,44,2768
41,45,438
41,46,713
41,47,1996
41,48,4405
41,49,8195
41,50,2256
41,51,1352
41,52,40
41,53,2460
41,54,1504
41,55,568
41,56,2044
41,57,3044
41,58,5257
41,59,4863
41,60,4578
41,61,4088
41,62,7843
41,63,3864
41,64,1304
41,65,6016
41,66,3539
41,67,1924
41,68,4780
41,69,2138
41,70,2552
41,71,4791
41,72,534
41,73,811
41,74,676
41,75,320
41,76,194
41,77,40
41,78,558
41,79,432
41,80,680
41,82,180
41,83,290
41,84,844
41,85,28
41,87,56
41,88,380
41,89,260
41,90,1052
41,91,416
41,92,136
41,93,1416
41,94,48
41,95,1
42,34,1724
42,35,1037
42,36,1022
42,37,17263
42,38,5966
42,39,17500
42,40,34712
42,41,8333
42,42,6699
42,43,2044
42,44,2452
42,45,1681
42,46,228
42,47,2617
42,48,3238
42,49,5252
42,50,1227
42,51,1180
42,52,272
42,53,1890
42,54,4472
42,55,2664
42,56,4680
42,57,1520
42,58,4618
42,59,1278
42,60,5302
42,61,21553
42,62,19187
42,63,13939
42,64,5993
42,65,6357
42,66,1005
42,67,3150
42,68,3806
42,69,1476
42,70,3212
42,71,1607
42,72,630
42,73,527
42,74,818
42,75,1902
42,76,725
42,77,523
42,78,69
42,79,105
42,80,56
42,81,1067
42,82,1037
42,83,1725
42,84,760
42,85,276
42,87,1132
42,88,52
42,89,1214
42,90,300
42,91,128
42,92,88
42,93,1710
42,94,2903
42,95,56
43,32,2844
43,33,68
43,35,1245
43,36,269
43,37,1128
43,38,4220
43,39,3202
43,40,12147
43,41,449
43,42,687
43,43,1120
43,44,1011
43,45,1957
43,46,3224
43,47,5036
43,48,1238
43,49,3717
43,50,1557
43,51,6170
43,52,2912
43,53,1364
43,54,1484
43,55,4232
43,56,408
43,57,76
43,58,2212
43,59,17685
43,60,20593
43,61,20856
43,62,27205
43,63,12460
43,64,8737
43,65,7665
43,66,9974
43,67,5053
43,68,2304
43,69,2118
43,70,2883
43,71,24
43,72,1891
43,73,738
43,74,1000
43,75,747
43,76,54
43,77,395
43,78,180
43,80,249
43,81,859
43,82,1105
43,83,3642
43,84,525
43,85,597
43,86,107
43,87,244
43,88,592
43,89,17740
43,90,538
43,91,4
43,92,320
43,93,84
43,94,1657
43,95,146
43,96,324
43,97,4
43,98,222
43,99,20
44,23,849
44,24,1443
44,25,1481
44,26,866
44,27,1404
44,28,604
44,29,236
44,35,270
44,36,3490
44,37,1845
44,38,3336
44,39,2588
44,40,2633
44,41,1254
44,42,1026
44,43,3130
44,44,1818
44,45,3591
44,46,1429
44,47,2332
44,48,7650
44,49,328
44,50,67
44,51,5
44,52,794
44,53,1416
44,54,1123
44,55,574
44,56,3752
44,57,6336
44,58,8218
44,59,9373
44,60,33374
44,61,27681
