x,y,value
0,76,12
0,77,284
0,78,367
0,79,74
0,80,176
0,81,168
0,82,1
0,84,7
0,85,5
0,86,41
0,87,61
0,88,5
0,89,8
0,90,72
0,91,13
0,92,11
0,93,15
0,95,3
0,96,32
0,97,62
0,98,59
0,99,78
0,100,55
0,101,68
0,103,8
0,104,6
0,105,60
0,106,29
0,107,4
0,108,5
0,112,48
0,113,8
0,114,5
0,115,10
0,116,46
0,117,49
0,118,3
0,119,10
0,122,5
0,123,16
0,124,148
0,125,216
0,126,68
0,127,35
1,76,8
1,77,310
1,78,201
1,79,93
1,80,1
1,81,6
1,83,6
1,84,29
1,85,6
1,86,135
1,87,22
1,88,3
1,90,36
1,91,1
1,92,14
1,93,7
1,97,1
1,98,67
1,99,61
1,100,72
1,101,88
1,103,15
1,105,174
1,106,89
1,107,57
1,108,1
1,111,1
1,113,59
1,114,104
1,115,43
1,116,196
1,117,76
1,118,5
1,119,2
1,121,65
1,122,53
1,123,68
1,124,43
1,125,64
1,126,101
1,127,129
2,76,172
2,77,722
2,78,63
2,79,12
2,81,17
2,82,12
2,85,28
2,86,123
2,87,10
2,88,29
2,91,82
2,92,63
2,96,2
2,98,201
2,99,7
2,100,25
2,101,46
2,104,13
2,105,60
2,106,105
2,107,11
2,108,3
2,109,3
2,112,65
2,113,70
2,114,536
2,116,1
2,117,14
2,119,200
2,120,40
2,121,77
2,123,37
2,124,43
2,125,5
2,126,246
2,127,188
3,76,48
3,77,376
3,78,127
3,79,22
3,80,26
3,81,32
3,82,3
3,83,6
3,84,7
3,85,5
3,86,21
3,87,10
3,88,11
3,91,121
3,92,44
3,93,1
3,97,3
3,98,33
3,99,77
3,100,37
3,101,28
3,102,3
3,103,2
3,104,82
3,105,87
3,106,15
3,107,93
3,108,26
3,109,116
3,110,233
3,111,87
3,113,1
3,114,108
3,115,1
3,117,3
3,118,108
3,119,23
3,120,13
3,121,21
3,122,59
3,123,9
3,124,41
3,126,23
3,127,401
4,76,260
4,77,321
4,78,18
4,79,18
4,80,10
4,81,2
4,82,4
4,83,2
4,84,8
4,85,33
4,86,6
4,88,33
4,89,60
4,90,70
4,91,41
4,92,16
4,93,17
4,96,6
4,97,49
4,98,70
4,99,93
4,100,9
4,101,2
4,102,9
4,103,106
4,104,150
4,105,26
4,106,68
4,107,223
4,108,178
4,109,157
4,110,428
4,111,59
