x,y,value
0,25,92
0,25,92
0,26,130
0,26,130
0,27,90
0,27,90
0,28,88
0,28,88
0,29,60
0,29,60
0,30,274
0,30,274
0,31,472
0,31,472
0,32,128
0,33,203
0,34,77
0,35,35
0,36,147
0,37,43
0,38,117
0,39,13
0,40,21
0,41,19
0,42,16
0,43,47
0,44,53
0,45,27
0,46,23
0,47,54
0,48,65
0,49,107
0,50,9
0,51,28
0,52,2
0,53,33
0,54,39
0,55,1
0,56,1
0,57,6
0,58,7
0,59,21
0,61,1
0,63,1
0,65,9
0,66,2
0,67,4
0,68,58
0,69,55
0,70,50
0,70,50
0,71,150
0,71,150
0,72,33
0,73,96
0,74,156
0,75,80
0,76,1
0,77,12
0,78,318
0,79,36
0,80,14
0,81,31
0,82,7
0,83,9
0,84,2
0,85,19
0,86,8
0,87,9
0,88,5
0,89,2
0,90,6
0,91,6
0,92,39
0,93,57
0,94,8
0,95,18
0,96,20
0,97,6
0,98,25
0,99,4
0,100,38
0,101,74
0,102,48
0,103,56
0,104,42
0,105,102
0,105,102
0,106,26
0,107,12
0,108,17
0,109,24
0,110,61
0,111,45
0,112,53
0,113,19
0,114,23
0,115,14
0,116,35
0,117,62
0,118,106
0,119,132
0,120,68
0,121,18
0,122,38
0,123,36
0,124,55
0,125,146
0,126,47
0,127,47
1,31,298
1,31,298
1,32,1316
1,32,1316
1,33,298
1,34,93
1,35,63
1,36,80
1,37,30
1,38,59
1,39,58
1,40,41
1,41,33
1,42,57
1,43,19
1,44,72
1,45,63
1,47,42
1,48,96
1,49,24
1,50,22
1,51,5
1,52,5
1,53,36
1,54,7
1,55,22
1,56,4
1,57,4
1,58,10
1,59,16
1,60,2
1,67,3
1,68,10
1,71,4
1,72,89
1,73,161
1,74,122
1,75,32
1,76,52
1,77,401
1,78,126
1,79,158
1,80,529
1,81,47
1,82,110
1,83,4
1,84,5
1,85,9
1,86,20
1,87,23
1,88,19
1,89,4
1,90,70
1,91,313
1,92,18
1,93,28
1,94,2
1,96,7
1,97,36
1,98,25
1,99,40
1,100,85
1,101,64
1,102,60
1,103,54
1,104,26
1,105,94
1,105,94
1,106,73
1,107,23
1,108,44
1,109,10
1,110,33
1,111,59
1,112,71
1,113,5
1,114,15
1,115,21
1,116,52
1,117,304
1,118,167
1,119,82
1,120,47
1,121,57
1,122,56
1,123,15
1,124,2
1,125,35
1,126,63
1,127,41
2,32,230
2,32,230
2,33,376
2,33,376
2,34,180
2,35,267
2,36,101
2,37,48
2,38,54
2,39,296
2,40,208
2,41,89
2,42,66
2,43,16
2,44,228
2,45,125
2,46,56
2,47,20
2,48,12
2,50,190
2,51,8
2,52,41
2,53,53
2,54,10
2,55,22
2,56,9
2,57,2
2,58,11
2,59,2
2,60,1
2,66,2
2,72,1
2,73,67
2,74,31
2,75,131
2,76,15
2,77,168
2,78,45
2,79,23
2,80,27
2,81,553
2,82,503
2,83,4
2,84,3
2,85,18
2,86,12
2,87,21
2,88,14
2,89,7
2,90,36
2,91,51
2,92,8
2,93,8
2,94,5
2,95,4
2,96,4
