x,y,value
0,15,3508
0,16,523
0,17,655
0,18,624
0,19,904
0,20,824
0,21,1590
0,22,1829
0,23,1631
0,24,768
0,25,2361
0,26,5215
0,27,10059
1,12,16
1,13,1108
1,15,3052
1,16,630
1,17,310
1,18,1870
1,19,487
1,20,899
1,21,914
1,22,1111
1,23,1387
1,24,1939
1,25,7895
1,26,6924
1,27,7723
1,28,10089
1,29,713
2,12,56
2,13,1992
2,14,1519
2,15,1224
2,16,956
2,17,573
2,18,1138
2,19,478
2,20,1821
2,21,1029
2,22,3328
2,23,1259
2,24,1710
2,25,2270
2,26,6746
2,27,19460
2,28,26743
2,29,112
2,30,105
3,14,7
3,15,4454
3,16,3671
3,17,1864
3,18,657
3,19,2090
3,20,913
3,21,1556
3,22,1637
3,23,1024
3,24,1513
3,25,24604
3,26,8798
3,27,15074
3,28,38348
3,29,32135
3,30,112
4,10,656
4,11,1737
4,12,3699
4,13,513
4,14,3549
4,15,1632
4,16,26674
4,17,2115
4,18,1203
4,19,1322
4,20,429
4,21,495
4,22,1955
4,23,6621
4,24,2994
4,25,3923
4,26,2026
4,27,6053
4,28,8498
4,29,14938
4,30,3180
4,31,14
5,10,192
5,11,237
5,12,1079
5,13,1772
5,14,451
5,15,3885
5,16,4686
5,17,3293
5,18,1599
5,19,687
5,20,1018
5,21,1692
5,22,1536
5,23,2076
5,24,1776
5,25,1106
5,26,2734
5,27,2168
5,28,4319
5,29,6678
5,30,294
5,31,3
6,12,261
6,13,1020
6,14,508
6,15,431
6,16,235
6,17,293
6,18,1294
6,19,1312
6,20,2415
6,21,709
6,22,1362
6,23,661
6,24,1514
6,25,1606
6,26,2815
6,27,1996
6,28,3254
6,29,5585
6,30,4
6,31,1544
7,12,20
7,13,519
7,14,3354
7,15,153
7,16,141
7,17,180
7,18,471
7,19,1220
7,20,986
7,21,620
7,22,500
7,23,588
7,24,453
7,25,1238
7,26,802
7,27,1373
7,28,573
7,29,4298
7,30,4850
7,31,3830
7,32,76
8,13,462
8,14,1759
8,15,1042
8,16,387
8,17,262
8,18,251
8,19,708
8,20,635
8,21,978
8,22,5387
8,23,2129
8,24,426
8,25,281
8,26,424
8,27,2604
8,28,223
8,29,456
8,30,3131
8,31,9483
8,32,92
9,13,422
9,14,4105
9,15,790
9,16,1255
9,17,1675
9,18,2059
9,19,3571
9,20,4586
9,21,951
9,22,790
9,23,3869
9,24,1412
9,25,1584
9,26,2330
9,27,2579
9,28,306
9,29,728
9,30,1709
9,31,8279
9,32,344
10,13,271
10,14,1297
10,15,1845
10,16,1569
10,17,11292
10,18,2229
10,19,2034
10,20,1702
10,21,2218
10,22,959
10,23,1913
10,24,1710
10,25,2102
10,26,954
10,27,3541
10,28,4536
10,29,1508
10,30,1377
10,31,3560
10,32,4
11,13,643
11,14,2409
11,15,1852
11,16,1551
11,17,1649
11,18,2115
11,19,509
11,20,829
11,21,2248
11,22,1753
11,23,753
11,24,2371
11,25,1418
11,26,1149
11,27,2986
11,28,1533
11,29,3067
11,30,2224
11,31,2704
11,34,17
12,12,16
12,13,658
12,14,1149
12,15,1370
12,16,2889
12,17,804
12,18,1428
12,19,1280
12,20,1123
12,21,5242
12,22,884
12,23,240
12,24,418
12,25,1580
12,26,3215
12,27,1363
12,28,2404
12,29,10732
12,30,2089
12,31,3943
12,33,1
13,12,25
13,13,1242
13,14,4053
13,15,1866
13,16,822
13,17,72
13,18,434
13,19,354
13,20,241
13,21,923
