x,y,value
0,0,14
0,3,56
0,4,2
0,6,14
0,7,140
0,8,6
0,9,3
0,11,80
0,12,14
0,14,1
0,16,1
0,17,8
0,20,4
0,21,6
0,22,2
0,26,3
0,28,1
0,29,12
0,30,276
0,32,3
0,33,111
0,34,2
0,35,1
0,38,1
0,40,1
0,42,317
0,43,680
0,44,14
0,46,5
0,47,1
0,48,30
0,50,1
0,51,3
0,52,3
0,54,2
0,55,1
0,58,3
0,59,15
0,61,41
0,62,41
0,64,1
0,67,3
0,68,16
0,69,5
0,70,3
0,71,263
0,72,3
0,75,1
0,80,100
0,81,62
0,82,85
0,84,86
0,85,2
0,87,15
0,88,1
0,89,1
0,101,14
0,102,1
0,103,2
0,104,1
0,105,10
0,106,9
0,112,2
0,113,12
0,114,1
0,118,1
0,119,2
0,120,2
0,121,1
0,122,12
1,0,113
1,3,3
1,4,1
1,6,17
1,7,64
1,11,9
1,12,9
1,20,1
1,23,6
1,24,4
1,25,3
1,26,265
1,27,32
1,28,130
1,29,142
1,33,10
1,35,144
1,37,3
1,38,1
1,39,5
1,40,13
1,41,43
1,42,45
1,43,76
1,44,3
1,45,1
1,46,4
1,48,308
1,49,171
1,50,1
1,51,189
1,52,381
1,53,2
1,54,7
1,56,1
1,58,108
1,59,56
1,63,1
1,64,6
1,67,53
1,68,263
1,71,1
1,72,1
1,77,1
1,78,109
1,79,22
1,80,7
1,81,1
1,86,24
1,87,22
1,91,3
1,98,26
1,99,3
1,102,57
1,103,48
1,107,17
1,108,9
1,110,1
1,112,106
1,113,14
1,114,10
1,115,24
1,116,2
1,119,120
1,120,71
1,122,8
1,127,3
2,1,1
2,3,60
2,5,11
2,8,3
2,12,1
2,13,1
2,14,1
2,17,76
2,19,2
2,23,17
2,24,277
2,25,49
2,26,146
2,27,49
2,29,187
2,30,1
2,32,9
2,33,9
2,34,1
2,38,1
2,39,1
2,40,51
2,41,313
2,42,7
2,43,6
2,44,1
2,45,210
2,46,229
2,48,10
2,49,244
2,50,1
2,51,3
2,58,33
2,62,1
2,67,34
2,68,1
2,75,100
2,77,1
2,78,3
2,79,1
2,86,80
2,87,248
2,88,1
2,98,103
2,101,83
2,108,104
2,109,160
2,110,16
2,111,2
2,112,87
2,113,60
2,114,361
2,115,13
2,116,1
2,117,224
2,119,4
2,120,11
2,123,1
2,125,43
2,126,390
2,127,50
3,0,7
3,1,55
3,3,2
3,5,11
3,8,61
3,14,5
3,15,126
3,16,2
3,17,2
3,17,2
3,18,16
3,18,16
3,19,473
3,20,37
3,21,1
3,22,85
3,23,15
3,24,9
3,25,1
3,26,2
3,27,2
3,29,15
3,30,1
3,33,20
3,34,136
3,39,1
3,40,8
3,41,49
3,42,144
3,48,2
3,49,12
3,52,6
3,54,60
3,55,154
3,60,79
3,63,3
3,64,8
3,65,10
