x,y,value
15,10,11215
15,11,15073
16,10,74312
16,11,35741
17,9,46649
17,10,219284
18,9,192733
19,9,39791
19,10,9163
20,10,65457
27,17,35598
27,18,929
27,22,38599
27,23,497432
27,24,59397
28,15,2400
28,16,270789
28,17,251793
28,18,134546
28,19,83267
28,20,18799
28,22,132175
28,23,429080
28,24,330518
29,15,103511
29,16,252480
29,17,365828
29,18,105173
29,19,167537
29,20,202982
29,21,89620
29,22,101728
29,23,209228
29,24,136265
30,16,447644
30,17,291658
30,18,105667
30,19,128808
30,20,237912
30,21,209645
30,22,185961
30,23,248114
30,24,86427
31,14,21331
31,16,374006
31,17,216553
31,18,145392
31,19,245780
31,20,693484
31,21,171417
31,22,144308
31,23,157805
32,16,243054
32,17,131100
32,18,126297
32,19,129795
32,20,144512
32,21,93441
32,22,138542
32,23,122459
33,16,140146
33,17,615103
33,18,150592
33,19,100573
33,20,93833
33,21,126465
33,22,41133
34,17,194432
34,18,522536
34,19,309256
34,20,110008
34,21,122851
34,22,25456
35,17,21070
35,18,43390
35,19,84855
35,20,310737
35,21,160927
35,22,15365
36,18,140616
36,20,724434
36,21,175663
36,22,1129
37,18,251771
37,19,12851
37,20,101297
37,21,274543
38,18,54098
38,19,3654
38,30,1042493
38,31,2080
39,29,133592
39,30,2493674
40,23,7800
40,24,31617
40,25,6417
40,29,131766
40,30,1045563
40,39,398972
40,40,494648
40,41,794612
40,42,141770
40,43,115506
41,17,47648
41,18,43610
41,19,70069
41,20,77
41,23,566612
41,24,1190222
41,25,235147
41,36,44
41,38,157801
41,39,102378
41,40,60325
41,41,109613
41,42,102203
41,43,386622
41,44,135657
42,17,129242
42,18,253110
42,19,204638
42,20,39784
42,23,376580
42,24,1169340
42,25,803487
42,26,286950
42,27,36179
42,35,568296
42,36,912489
42,37,704840
42,38,121754
42,39,369362
42,40,141148
42,41,114664
42,42,68836
42,43,56276
42,44,260106
42,45,47938
43,19,4594
43,21,90473
43,22,498564
43,23,1062890
43,24,1017335
43,25,330896
43,26,153370
43,27,68548
43,35,1082431
43,36,1121379
43,37,672239
43,38,291836
43,39,203409
43,40,1460066
43,41,314680
43,42,154528
43,43,65436
43,44,282655
43,45,257388
43,46,56326
43,47,332
44,15,11104
44,20,13828
44,21,268910
44,22,588304
44,23,844943
44,24,1321935
44,25,804439
44,26,232091
44,27,71686
44,29,20065
44,30,39506
44,34,5978
44,35,854993
44,36,2377491
44,37,2554
44,39,7494
44,40,53784
44,41,99494
44,42,41507
44,43,10523
44,44,11652
44,45,22685
44,46,46681
44,47,153315
44,48,82451
44,49,22444
44,50,39852
44,61,2971
45,13,7164
45,14,1451
45,15,7997
45,16,303629
45,17,2275
45,19,5048
45,20,644873
45,21,454126
45,22,495945
45,23,468443
45,24,200913
45,25,759698
45,26,212133
45,27,449186
45,28,102254
45,29,614208
45,30,525963
45,33,890
45,34,2871
45,45,1607
45,46,672
45,47,6714
45,48,57970
45,49,147058
45,50,255253
45,51,32206
46,15,125383
46,16,387959
46,17,1268
46,19,344508
46,20,563152
46,21,538910
46,22,271437
46,23,11684
46,24,74541
46,25,513734
46,26,453301
46,27,474135
46,28,663820
46,29,1103201
46,30,1619660
46,31,185949
46,32,148509
46,33,296005
46,34,180267
46,35,125981
46,48,2
46,49,3
46,50,93242
46,51,236228
46,52,31480
47,14,248635
47,15,396799
47,16,502061
47,17,36899
47,18,10502
47,19,536036
47,20,409795
47,21,88256
47,22,732
47,23,285519
47,24,126074
47,25,633622
47,26,935511
47,27,650768
47,28,917960
47,29,956000
47,30,942938
47,31,393207
47,32,636904
47,33,224894
47,34,188018
47,35,61184
47,50,89
47,51,33504
47,52,57334
47,53,5335
48,16,166402
48,17,485662
48,18,305351
48,19,220897
48,20,263231
48,21,37477
48,22,2881
48,23,79981
48,24,79462
48,25,165926
48,26,153580
48,27,224236
48,28,508095
48,29,1269058
48,30,313595
48,31,192803
48,32,140570
48,33,71460
48,34,50150
48,35,17979
48,51,3052
48,52,45973
48,53,43396
48,54,12
49,17,51866
49,18,106841
49,19,472843
49,20,117457
49,24,87294
49,25,121283
49,29,468282
49,30,201229
49,51,450
49,52,6029
49,53,21283
49,54,3899
50,18,21868
50,19,335068
50,24,24919
50,25,57119
50,36,221640
50,37,145718
50,39,86477
50,40,107373
50,52,25205
50,53,44653
50,54,1815
51,35,124920
51,36,249656
51,37,185290
51,39,43979
51,40,206178
51,41,276634
51,52,5588
51,53,8542
52,35,229427
52,36,488211
52,37,229330
52,39,78065
52,40,217032
52,41,137866
53,35,41783
53,36,177505
53,37,69170
53,39,63784
53,40,54254
53,41,78267
